label,svg
920,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""obsidianGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""url(#obsidianGradient)"" transform=""rotate(0) translate(0, 0)""/><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""url(#obsidianGradient)"" transform=""rotate(45) translate(60, 0)""/><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""url(#obsidianGradient)"" transform=""rotate(90) translate(120, 0)""/><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""url(#obsidianGradient)"" transform=""rotate(135) translate(180, 0)""/><rect x=""-20"" y=""-20"" width=""40"" height=""40"" fill=""url(#obsidianGradient)"" transform=""rotate(180) translate(240, 0)""/></g></svg>"
921,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""jadeGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#00A86B""/><stop offset=""100%"" stop-color=""#007A53""/></radialGradient><radialGradient id=""onyxGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#0A0A0A""/><stop offset=""100%"" stop-color=""#000000""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#jadeGradient)""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""100"" fill=""url(#onyxGradient)""/><polygon points=""0,-100 95,-31 59,81 -59,81 -95,-31"" fill=""url(#jadeGradient)""/><circle cx=""0"" cy=""0"" r=""20"" fill=""url(#onyxGradient)""/><circle cx=""50"" cy=""-50"" r=""10"" fill=""url(#jadeGradient)""/><circle cx=""-50"" cy=""-50"" r=""10"" fill=""url(#jadeGradient)""/><circle cx=""50"" cy=""50"" r=""10"" fill=""url(#jadeGradient)""/><circle cx=""-50"" cy=""50"" r=""10"" fill=""url(#jadeGradient)""/></g></svg>"
922,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><polygon id=""hexagon"" points=""50,0 100,0 125,43.3 100,86.6 50,86.6 25,43.3""/></defs><g transform=""translate(0, 0)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""indigo""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""amber""/><use href=""#hexagon"" x=""37.5"" y=""64.95"" fill=""indigo""/><use href=""#hexagon"" x=""112.5"" y=""64.95"" fill=""amber""/><use href=""#hexagon"" x=""0"" y=""129.9"" fill=""indigo""/><use href=""#hexagon"" x=""75"" y=""129.9"" fill=""amber""/><use href=""#hexagon"" x=""37.5"" y=""194.85"" fill=""indigo""/><use href=""#hexagon"" x=""112.5"" y=""194.85"" fill=""amber""/></g></svg>"
923,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#1a1a1a""/><circle cx=""80"" cy=""80"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""120"" cy=""120"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""160"" cy=""80"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""200"" cy=""120"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""120"" cy=""160"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""80"" cy=""200"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/><circle cx=""160"" cy=""200"" r=""50"" fill=""#0f52ba"" opacity=""0.8""/></svg>"
924,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 100)""><path d=""M20 80 L20 160 Q20 180 40 180 L60 180 Q80 180 80 160 L80 80 Q80 60 60 60 L40 60 Q20 60 20 80 Z"" fill=""navy"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""80"" x2=""60"" y2=""80"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""100"" x2=""60"" y2=""100"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""120"" x2=""60"" y2=""120"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""140"" x2=""60"" y2=""140"" stroke=""white"" stroke-width=""2""/></g><g transform=""translate(150, 100)""><path d=""M20 80 L20 160 Q20 180 40 180 L60 180 Q80 180 80 160 L80 80 Q80 60 60 60 L40 60 Q20 60 20 80 Z"" fill=""navy"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""80"" x2=""60"" y2=""80"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""100"" x2=""60"" y2=""100"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""120"" x2=""60"" y2=""120"" stroke=""white"" stroke-width=""2""/><line x1=""40"" y1=""140"" x2=""60"" y2=""140"" stroke=""white"" stroke-width=""2""/></g></svg>"
925,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#marble)""/><g transform=""translate(128, 128)""><line x1=""0"" y1=""-80"" x2=""0"" y2=""80"" stroke=""#0047AB"" stroke-width=""4""/><circle cx=""0"" cy=""-60"" r=""20"" fill=""#0047AB""/><circle cx=""0"" cy=""-60"" r=""15"" fill=""#1E90FF""/><circle cx=""0"" cy=""-60"" r=""10"" fill=""#87CEEB""/><path d=""M0,-40 Q20,-30 0,-20 T20,0 T0,20 T20,40 T0,60"" fill=""none"" stroke=""#0047AB"" stroke-width=""2""/><path d=""M0,-40 Q-20,-30 0,-20 T-20,0 T0,20 T-20,40 T0,60"" fill=""none"" stroke=""#0047AB"" stroke-width=""2""/></g><defs><linearGradient id=""marble"" x1=""0"" y1=""0"" x2=""1"" y2=""1""><stop offset=""0%"" stop-color=""#F0F0F0""/><stop offset=""50%"" stop-color=""#D3D3D3""/><stop offset=""100%"" stop-color=""#F0F0F0""/></linearGradient></defs></svg>"
926,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""#DAA520"" stroke=""#8B4513"" stroke-width=""4""/><rect x=""60"" y=""200"" width=""56"" height=""40"" fill=""#DAA520"" stroke=""#8B4513"" stroke-width=""4""/><rect x=""140"" y=""200"" width=""56"" height=""40"" fill=""#DAA520"" stroke=""#8B4513"" stroke-width=""4""/><rect x=""70"" y=""60"" width=""116"" height=""10"" fill=""#8B4513""/><rect x=""70"" y=""80"" width=""116"" height=""10"" fill=""#8B4513""/><rect x=""70"" y=""60"" width=""10"" height=""30"" fill=""#A0522D""/><rect x=""176"" y=""60"" width=""10"" height=""30"" fill=""#A0522D""/></svg>"
927,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#4A5568""/><path d=""M0,128 Q64,96 128,128 T256,128 V256 H0 Z"" fill=""#A0AEC0""/><path d=""M0,160 Q64,128 128,160 T256,160 V256 H0 Z"" fill=""#CBD5E0""/><path d=""M0,192 Q64,160 128,192 T256,192 V256 H0 Z"" fill=""#E2E8F0""/><ellipse cx=""64"" cy=""128"" rx=""20"" ry=""10"" fill=""#FFFFFF""/><ellipse cx=""192"" cy=""128"" rx=""20"" ry=""10"" fill=""#FFFFFF""/><ellipse cx=""128"" cy=""160"" rx=""20"" ry=""10"" fill=""#FFFFFF""/><ellipse cx=""32"" cy=""192"" rx=""20"" ry=""10"" fill=""#FFFFFF""/><ellipse cx=""224"" cy=""192"" rx=""20"" ry=""10"" fill=""#FFFFFF""/></svg>"
928,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""skyGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#000033""/><stop offset=""100%"" stop-color=""#000066""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""60"" r=""40"" fill=""#F0F0F0"" opacity=""0.9""/><path d=""M180,60 A20,20 0 0,1 220,60 A20,20 0 0,1 180,60 Z"" fill=""#000033"" transform=""rotate(-30, 200, 60)""/></svg>"
929,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><pattern id=""diamondPattern"" x=""0"" y=""0"" width=""32"" height=""32"" patternUnits=""userSpaceOnUse""><polygon points=""16,0 32,16 16,32 0,16"" fill=""lavender""/><polygon points=""16,0 32,16 16,32 0,16"" fill=""ivory"" transform=""translate(16,16)""/></pattern></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#diamondPattern)""/></svg>"
930,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""20"" y=""150"" width=""30"" height=""60"" fill=""#8B4513""/><rect x=""70"" y=""140"" width=""30"" height=""70"" fill=""#8B4513""/><rect x=""120"" y=""130"" width=""30"" height=""80"" fill=""#8B4513""/><rect x=""170"" y=""140"" width=""30"" height=""70"" fill=""#8B4513""/><rect x=""220"" y=""150"" width=""30"" height=""60"" fill=""#8B4513""/><circle cx=""35"" cy=""130"" r=""10"" fill=""#FF69B4""/><circle cx=""25"" cy=""120"" r=""8"" fill=""#FFD700""/><circle cx=""45"" cy=""120"" r=""8"" fill=""#FFD700""/><circle cx=""85"" cy=""120"" r=""10"" fill=""#FF69B4""/><circle cx=""75"" cy=""110"" r=""8"" fill=""#FFD700""/><circle cx=""95"" cy=""110"" r=""8"" fill=""#FFD700""/><circle cx=""135"" cy=""110"" r=""10"" fill=""#FF69B4""/><circle cx=""125"" cy=""100"" r=""8"" fill=""#FFD700""/><circle cx=""145"" cy=""100"" r=""8"" fill=""#FFD700""/><circle cx=""185"" cy=""120"" r=""10"" fill=""#FF69B4""/><circle cx=""175"" cy=""110"" r=""8"" fill=""#FFD700""/><circle cx=""195"" cy=""110"" r=""8"" fill=""#FFD700""/><circle cx=""235"" cy=""130"" r=""10"" fill=""#FF69B4""/><circle cx=""225"" cy=""120"" r=""8"" fill=""#FFD700""/><circle cx=""245"" cy=""120"" r=""8"" fill=""#FFD700""/></svg>"
931,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""sunburstGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""sapphire""/><stop offset=""100%"" stop-color=""ruby""/></radialGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 35,-35 100,0 35,35 0,100 -35,35 -100,0 -35,-35"" fill=""url(#sunburstGradient)"" stroke=""black"" stroke-width=""2""/><circle cx=""0"" cy=""0"" r=""50"" fill=""url(#sunburstGradient)"" stroke=""black"" stroke-width=""2""/></g></svg>"
932,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""dressGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#191970""/><stop offset=""100%"" stop-color=""#000033""/></linearGradient><radialGradient id=""sequinGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#C0C0C0""/><stop offset=""100%"" stop-color=""#A9A9A9""/></radialGradient></defs><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""url(#dressGradient)""/><g transform=""translate(50, 20)""><circle cx=""20"" cy=""20"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""60"" cy=""40"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""100"" cy=""20"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""140"" cy=""40"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""20"" cy=""80"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""60"" cy=""100"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""100"" cy=""80"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""140"" cy=""100"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""20"" cy=""140"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""60"" cy=""160"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""100"" cy=""140"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""140"" cy=""160"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""20"" cy=""200"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""60"" cy=""220"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""100"" cy=""200"" r=""5"" fill=""url(#sequinGradient)""/><circle cx=""140"" cy=""220"" r=""5"" fill=""url(#sequinGradient)""/></g></svg>"
933,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""bronzeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""indigoGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><polygon points=""128,20 236,60 236,196 128,236 20,196 20,60"" fill=""url(#bronzeGradient)"" stroke=""url(#indigoGradient)"" stroke-width=""10""/><path d=""M50,100 C50,150 100,150 100,100 S150,50 150,100 S200,150 200,100"" fill=""none"" stroke=""url(#indigoGradient)"" stroke-width=""5"" transform=""rotate(45 128 128)""/><path d=""M50,100 C50,150 100,150 100,100 S150,50 150,100 S200,150 200,100"" fill=""none"" stroke=""url(#indigoGradient)"" stroke-width=""5"" transform=""rotate(-45 128 128)""/><path d=""M50,100 C50,150 100,150 100,100 S150,50 150,100 S200,150 200,100"" fill=""none"" stroke=""url(#indigoGradient)"" stroke-width=""5"" transform=""rotate(135 128 128)""/><path d=""M50,100 C50,150 100,150 100,100 S150,50 150,100 S200,150 200,100"" fill=""none"" stroke=""url(#indigoGradient)"" stroke-width=""5"" transform=""rotate(-135 128 128)""/></svg>"
934,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""waterfallGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#00BFFF""/></linearGradient><radialGradient id=""poolGradient"" cx=""0.5"" cy=""0.5"" r=""0.5"" fx=""0.5"" fy=""0.5""><stop offset=""0%"" stop-color=""#00FA9A""/><stop offset=""100%"" stop-color=""#008080""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#87CEEB""/><polygon points=""80,0 176,0 128,256"" fill=""url(#waterfallGradient)""/><ellipse cx=""128"" cy=""200"" rx=""100"" ry=""40"" fill=""url(#poolGradient)""/><circle cx=""128"" cy=""200"" r=""30"" fill=""#00FA9A"" opacity=""0.5""/><circle cx=""128"" cy=""200"" r=""20"" fill=""#00FA9A"" opacity=""0.3""/><circle cx=""128"" cy=""200"" r=""10"" fill=""#00FA9A"" opacity=""0.2""/></svg>"
935,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""#DAA520"" stroke=""#000"" stroke-width=""2""/><rect x=""50"" y=""120"" width=""156"" height=""10"" fill=""#8B4513""/><polygon points=""50,30 128,60 206,30"" fill=""#DAA520"" stroke=""#000"" stroke-width=""2""/><rect x=""20"" y=""60"" width=""30"" height=""120"" fill=""#DAA520"" stroke=""#000"" stroke-width=""2""/><rect x=""206"" y=""60"" width=""30"" height=""120"" fill=""#DAA520"" stroke=""#000"" stroke-width=""2""/><circle cx=""128"" cy=""80"" r=""5"" fill=""#8B4513""/><circle cx=""128"" cy=""110"" r=""5"" fill=""#8B4513""/><circle cx=""128"" cy=""140"" r=""5"" fill=""#8B4513""/><circle cx=""128"" cy=""170"" r=""5"" fill=""#8B4513""/></svg>"
936,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""navy""/><g fill=""silver""><circle cx=""50"" cy=""50"" r=""3""/><circle cx=""100"" cy=""80"" r=""2""/><circle cx=""150"" cy=""120"" r=""4""/><circle cx=""200"" cy=""60"" r=""3""/><circle cx=""80"" cy=""180"" r=""2""/><circle cx=""120"" cy=""200"" r=""3""/><circle cx=""180"" cy=""150"" r=""2""/><circle cx=""220"" cy=""220"" r=""4""/></g></svg>"
937,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""navy"" stroke=""black"" stroke-width=""2""/><polygon points=""50,30 128,80 206,30"" fill=""navy"" stroke=""black"" stroke-width=""2""/><circle cx=""128"" cy=""100"" r=""5"" fill=""gold""/><circle cx=""128"" cy=""140"" r=""5"" fill=""gold""/><circle cx=""128"" cy=""180"" r=""5"" fill=""gold""/><rect x=""80"" y=""200"" width=""96"" height=""20"" fill=""navy"" stroke=""black"" stroke-width=""2""/></svg>"
938,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""gloveGradient"" x1=""0"" y1=""0"" x2=""1"" y2=""1""><stop offset=""0%"" stop-color=""#0047AB""/><stop offset=""100%"" stop-color=""#002366""/></linearGradient></defs><g transform=""translate(50, 50)""><path d=""M30,80 C30,50 50,30 80,30 C110,30 130,50 130,80 L130,160 C130,190 110,210 80,210 C50,210 30,190 30,160 Z"" fill=""url(#gloveGradient)"" stroke=""#000"" stroke-width=""2""/><path d=""M50,90 Q60,80 70,90 T90,100"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/><path d=""M60,110 Q70,100 80,110 T100,120"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/><path d=""M70,130 Q80,120 90,130 T110,140"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/></g><g transform=""translate(150, 50)""><path d=""M30,80 C30,50 50,30 80,30 C110,30 130,50 130,80 L130,160 C130,190 110,210 80,210 C50,210 30,190 30,160 Z"" fill=""url(#gloveGradient)"" stroke=""#000"" stroke-width=""2""/><path d=""M50,90 Q60,80 70,90 T90,100"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/><path d=""M60,110 Q70,100 80,110 T100,120"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/><path d=""M70,130 Q80,120 90,130 T110,140"" stroke=""#FFD700"" stroke-width=""2"" fill=""none""/></g></svg>"
939,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""30"" y=""50"" width=""196"" height=""156"" fill=""#8B4513"" stroke=""#654321"" stroke-width=""5""/><path d=""M50 70 Q128 40 206 70"" fill=""none"" stroke=""#654321"" stroke-width=""3""/><path d=""M50 90 Q128 60 206 90"" fill=""none"" stroke=""#654321"" stroke-width=""3""/><path d=""M50 110 Q128 80 206 110"" fill=""none"" stroke=""#654321"" stroke-width=""3""/><rect x=""118"" y=""40"" width=""20"" height=""20"" fill=""#CD7F32""/><circle cx=""128"" cy=""50"" r=""10"" fill=""#CD7F32""/><line x1=""128"" y1=""40"" x2=""128"" y2=""60"" stroke=""#654321"" stroke-width=""2""/></svg>"
940,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#2E3440""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#4C566A""/><circle cx=""200"" cy=""50"" r=""20"" fill=""#ECEFF4""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#967BB6""/><g fill=""#6D5B8E""><circle cx=""50"" cy=""180"" r=""10""/><circle cx=""100"" cy=""160"" r=""10""/><circle cx=""150"" cy=""190"" r=""10""/><circle cx=""200"" cy=""170"" r=""10""/><circle cx=""250"" cy=""180"" r=""10""/></g></svg>"
941,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""ribbonGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><path d=""M -50,-50 C -80,-30 -80,30 -50,50 C -20,70 20,70 50,50"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><path d=""M 50,-50 C 80,-30 80,30 50,50 C 20,70 -20,70 -50,50"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><rect x=""-10"" y=""-10"" width=""20"" height=""20"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><polygon points=""-60,60 -80,100 -40,100"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><polygon points=""60,60 80,100 40,100"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/></g></svg>"
942,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""ribbonGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><path d=""M -50,-50 C -80,-30 -80,30 -50,50 C -20,70 20,70 50,50"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><path d=""M 50,-50 C 80,-30 80,30 50,50 C 20,70 -20,70 -50,50"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><rect x=""-10"" y=""-10"" width=""20"" height=""20"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><polygon points=""-60,60 -80,100 -40,100"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/><polygon points=""60,60 80,100 40,100"" fill=""url(#ribbonGradient)"" stroke=""#8B0000"" stroke-width=""2""/></g></svg>"
943,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""redGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#redGradient)""/><g transform=""translate(50, 50)""><path d=""M50,50 C70,30 90,20 110,30 C130,40 140,60 130,80 C120,100 100,110 80,100 C60,90 50,70 50,50 Z"" fill=""url(#goldGradient)""/><path d=""M80,100 C90,110 100,120 110,130 C120,140 130,150 140,160 C150,170 160,180 170,190 C180,200 190,210 200,220"" stroke=""url(#goldGradient)"" stroke-width=""5"" fill=""none""/><path d=""M50,50 C40,60 30,70 20,80 C10,90 0,100 10,110 C20,120 30,130 40,140 C50,150 60,160 70,170 C80,180 90,190 100,200"" stroke=""url(#goldGradient)"" stroke-width=""5"" fill=""none""/></g></svg>"
944,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""rubyGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""topazGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><polygon points=""0,-100 29,-40 95,-31 47,15 59,81 0,50 -59,81 -47,15 -95,-31 -29,-40"" fill=""url(#rubyGradient)""/><polygon points=""0,-80 23,-32 76,-25 38,12 47,65 0,40 -47,65 -38,12 -76,-25 -23,-32"" fill=""url(#topazGradient)""/></g></svg>"
945,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#B0E0E6""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><polygon points=""100,50 120,50 110,200 90,200"" fill=""#4682B4""/><polygon points=""120,50 140,50 130,200 110,200"" fill=""#5F9EA0""/><polygon points=""140,50 160,50 150,200 130,200"" fill=""#4682B4""/><ellipse cx=""128"" cy=""220"" rx=""80"" ry=""20"" fill=""#00BFFF""/><ellipse cx=""128"" cy=""220"" rx=""70"" ry=""15"" fill=""#87CEEB""/><ellipse cx=""128"" cy=""220"" rx=""60"" ry=""10"" fill=""#B0E0E6""/><circle cx=""128"" cy=""220"" r=""5"" fill=""#FFFFFF"" opacity=""0.5""/><circle cx=""110"" cy=""215"" r=""4"" fill=""#FFFFFF"" opacity=""0.5""/><circle cx=""146"" cy=""225"" r=""3"" fill=""#FFFFFF"" opacity=""0.5""/></svg>"
946,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#E0F7FA""/><defs><linearGradient id=""auroraGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4A148C"" stop-opacity=""0.8""/><stop offset=""50%"" stop-color=""#1A237E"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#0D47A1"" stop-opacity=""0.8""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#auroraGradient)""/><path d=""M0,80 Q64,40 128,80 T256,80"" fill=""none"" stroke=""#00E5FF"" stroke-width=""2"" opacity=""0.7""/><path d=""M0,60 Q64,20 128,60 T256,60"" fill=""none"" stroke=""#00B8D4"" stroke-width=""2"" opacity=""0.7""/><path d=""M0,100 Q64,60 128,100 T256,100"" fill=""none"" stroke=""#0097A7"" stroke-width=""2"" opacity=""0.7""/><ellipse cx=""128"" cy=""128"" rx=""256"" ry=""64"" fill=""#FFFFFF"" opacity=""0.8""/></svg>"
947,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#007BA7""/><g fill=""#FFFFFF"" opacity=""0.8""><ellipse cx=""80"" cy=""60"" rx=""40"" ry=""20""/><ellipse cx=""120"" cy=""60"" rx=""30"" ry=""20""/><ellipse cx=""100"" cy=""40"" rx=""30"" ry=""20""/><ellipse cx=""180"" cy=""100"" rx=""50"" ry=""25""/><ellipse cx=""220"" cy=""100"" rx=""40"" ry=""25""/><ellipse cx=""200"" cy=""80"" rx=""40"" ry=""25""/><ellipse cx=""50"" cy=""150"" rx=""35"" ry=""18""/><ellipse cx=""90"" cy=""150"" rx=""25"" ry=""18""/><ellipse cx=""70"" cy=""130"" rx=""25"" ry=""18""/><ellipse cx=""160"" cy=""180"" rx=""45"" ry=""22""/><ellipse cx=""200"" cy=""180"" rx=""35"" ry=""22""/><ellipse cx=""180"" cy=""160"" rx=""35"" ry=""22""/></g></svg>"
948,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""100"" width=""156"" height=""100"" fill=""#4A148C"" stroke=""#311B92"" stroke-width=""2""/><rect x=""50"" y=""50"" width=""156"" height=""50"" fill=""#4A148C"" stroke=""#311B92"" stroke-width=""2""/><rect x=""30"" y=""100"" width=""20"" height=""100"" fill=""#4A148C"" stroke=""#311B92"" stroke-width=""2""/><rect x=""206"" y=""100"" width=""20"" height=""100"" fill=""#4A148C"" stroke=""#311B92"" stroke-width=""2""/><polygon points=""80,120 90,110 100,120 110,110 120,120 130,110 140,120 150,110 160,120"" fill=""#7E57C2"" opacity=""0.8""/><polygon points=""80,140 90,130 100,140 110,130 120,140 130,130 140,140 150,130 160,140"" fill=""#7E57C2"" opacity=""0.8""/><polygon points=""80,160 90,150 100,160 110,150 120,160 130,150 140,160 150,150 160,160"" fill=""#7E57C2"" opacity=""0.8""/><circle cx=""128"" cy=""80"" r=""10"" fill=""#7E57C2"" opacity=""0.8""/><circle cx=""128"" cy=""180"" r=""10"" fill=""#7E57C2"" opacity=""0.8""/></svg>"
